lat,lng
38.408,-0.3999999999999999
38.408,-0.3959999999999999
38.408,-0.3919999999999999
38.411,-0.52
38.411,-0.516
38.411,-0.512
38.411,-0.508
38.411,-0.504
38.411,-0.5
38.411,-0.496
38.411,-0.492
38.411,-0.488
38.411,-0.484
38.411,-0.48
38.411,-0.476
38.411,-0.472
38.411,-0.46799999999999997
38.411,-0.46399999999999997
38.411,-0.45999999999999996
38.411,-0.45599999999999996
38.411,-0.45199999999999996
38.411,-0.44799999999999995
38.411,-0.44399999999999995
38.411,-0.43999999999999995
38.411,-0.43599999999999994
38.411,-0.43199999999999994
38.411,-0.42799999999999994
38.411,-0.42399999999999993
38.411,-0.41999999999999993
38.411,-0.4159999999999999
38.411,-0.4119999999999999
38.411,-0.4079999999999999
38.411,-0.4039999999999999
38.411,-0.3999999999999999
38.411,-0.3959999999999999
38.411,-0.3919999999999999
38.414,-0.52
38.414,-0.516
38.414,-0.512
38.414,-0.508
